employee_id,age,gender,country,city,education,experience_level,years_experience,job_title,industry,programming_langiage,company_size,remote_type,tools_used,certification,salary_usd,work_hours_per_week,satisfaction_score,promotion_last_2_years
681,43,Female,Canada,West Zachary,Masters,Lead,12,Machine Learning Engineer,EdTech,Julia,Large,Onsite,"Python, PyTorch, TensorFlow",Microsoft Power BI,105881.0,44,6.4,No
682,25,Male,Canada,Port Ashleyfort,Masters,Lead,20,Data Engineer,Retail,Julia,Small,Hybrid,"Spark, Python, PyTorch",Azure Data Engineer,78207.0,32,4.8,Yes
683,35,Female,India,Nguyenmouth,Masters,Lead,13,Data Analyst,Gaming,Python,Medium,Hybrid,"Python, Power BI, Pandas",Azure Data Engineer,53870.0,44,7.4,Yes
684,53,Male,USA,Lake Christineview,Masters,Senior,8,Machine Learning Engineer,Retail,SQL,Large,Remote,"Excel, PyTorch, Tableau",TensorFlow Developer,103215.0,47,9.4,No
685,46,Female,Germany,Hamiltonmouth,Masters,Lead,13,Business Analyst,Gaming,Scala,Large,Remote,"Spark, Power BI, PyTorch",TensorFlow Developer,82382.0,46,9.8,Yes
686,37,Other,Canada,Port Adamfurt,Bachelors,Mid,5,Data Engineer,Finance,Python,Medium,Hybrid,"PyTorch, Pandas, Python",Azure Data Engineer,54651.0,45,7.8,No
687,55,Female,Poland,West Brittany,Masters,Lead,11,Machine Learning Engineer,SaaS,Scala,Small,Onsite,"Spark, Pandas, NumPy",AWS Certified,49255.0,32,4.7,Yes
688,28,Female,USA,New Katherine,Bachelors,Mid,4,AI Engineer,Consulting,R,Small,Remote,"Tableau, Excel, Python",Azure Data Engineer,61539.0,41,8.6,Yes
689,44,Female,India,Carrshire,PhD,Lead,19,Data Engineer,Gaming,R,Small,Onsite,"Power BI, NumPy, PyTorch",Microsoft Power BI,56352.0,52,7.9,Yes
690,48,Female,USA,Nicholasmouth,Bachelors,Lead,15,Business Analyst,EdTech,Python,Medium,Hybrid,"PyTorch, TensorFlow, Power BI",Azure Data Engineer,68266.0,55,4.9,No
691,30,Other,Australia,South Johnland,PhD,Senior,10,BI Analyst,Finance,Julia,Large,Remote,"TensorFlow, Excel, PyTorch",None,86084.0,60,8.5,No
692,52,Male,USA,Alexanderbury,Bachelors,Lead,20,Data Scientist,SaaS,Julia,Small,Onsite,"NumPy, Tableau, TensorFlow",TensorFlow Developer,116216.0,52,9.8,Yes
693,41,Other,Germany,Danielfurt,Bachelors,Mid,3,Business Analyst,Gaming,R,Large,Remote,"PyTorch, Tableau, Spark",IBM Data Science,44439.0,43,6.8,Yes
694,53,Female,India,West Justinbury,Bachelors,Lead,16,Analytics Engineer,EdTech,R,Medium,Onsite,"Excel, Spark, Tableau",IBM Data Science,59682.0,50,4.2,Yes
695,42,Male,Brazil,Welchshire,Bachelors,Senior,8,Data Analyst,Healthcare,Scala,Medium,Onsite,"Power BI, Pandas, Tableau",None,49065.0,32,7.4,No
696,51,Female,India,Weeksmouth,PhD,Senior,8,Machine Learning Engineer,Retail,Julia,Medium,Onsite,"TensorFlow, Power BI, Pandas",Google Data Analytics,55716.0,60,9.2,Yes
697,31,Other,Germany,Ellistown,Bachelors,Mid,3,Data Engineer,Gaming,Scala,Large,Onsite,"PyTorch, Excel, Power BI",IBM Data Science,56554.0,47,6.4,No
698,41,Other,Canada,East Joshuabury,PhD,Senior,10,AI Engineer,E-commerce,Scala,Medium,Onsite,"Tableau, TensorFlow, Excel",Azure Data Engineer,85791.0,59,8.5,Yes
699,31,Female,Brazil,Rebeccabury,Bachelors,Mid,4,Data Analyst,E-commerce,Julia,Large,Hybrid,"TensorFlow, Spark, Power BI",AWS Certified,27985.0,56,8.1,Yes
700,22,Female,USA,New Christinahaven,PhD,Senior,6,AI Engineer,Retail,Python,Large,Onsite,"PyTorch, Python, Spark",AWS Certified,108132.0,53,5.7,Yes
701,32,Female,Brazil,Floresland,Bachelors,Lead,12,Data Scientist,Healthcare,Scala,Medium,Onsite,"Excel, Pandas, Spark",Google Data Analytics,71870.0,60,5.2,No
702,32,Other,Canada,Loveberg,Bachelors,Mid,4,Data Analyst,Gaming,Julia,Medium,Hybrid,"Spark, Pandas, SQL",Microsoft Power BI,33203.0,52,9.1,Yes
703,32,Female,India,West Benjaminton,Masters,Lead,11,Data Engineer,Gaming,Scala,Small,Onsite,"Spark, TensorFlow, Power BI",AWS Certified,53994.0,35,6.9,Yes
704,45,Male,USA,East Laura,Masters,Lead,17,Machine Learning Engineer,Gaming,Julia,Medium,Hybrid,"SQL, PyTorch, Tableau",TensorFlow Developer,120545.0,30,9.8,No
705,22,Female,UK,West Lauren,PhD,Senior,7,Data Engineer,Healthcare,Julia,Large,Onsite,"Excel, Pandas, SQL",IBM Data Science,66769.0,55,8.6,No
706,27,Female,Australia,East Jonathanborough,Masters,Lead,18,Data Analyst,EdTech,R,Large,Remote,"SQL, Excel, Tableau",Azure Data Engineer,126706.0,36,8.1,No
707,47,Female,UK,Johnsonburgh,PhD,Senior,10,Business Analyst,E-commerce,Scala,Large,Remote,"Spark, Tableau, Power BI",AWS Certified,64153.0,36,6.4,No
708,24,Other,Germany,Jasonhaven,Bachelors,Lead,14,Data Scientist,EdTech,Julia,Medium,Onsite,"Power BI, SQL, Spark",None,59654.0,47,9.7,No
709,37,Male,Germany,Torresburgh,PhD,Senior,10,Machine Learning Engineer,SaaS,R,Large,Onsite,"Spark, Python, SQL",AWS Certified,104924.0,50,9.2,Yes
710,23,Male,USA,North Jamesburgh,Masters,Lead,20,Analytics Engineer,Retail,Julia,Small,Onsite,"PyTorch, Spark, NumPy",Azure Data Engineer,121170.0,41,4.8,Yes
711,37,Male,Poland,Port Derekberg,PhD,Senior,7,Data Engineer,SaaS,SQL,Medium,Onsite,"Spark, Tableau, Power BI",None,58611.0,40,9.5,No
712,29,Female,Brazil,Santiagoborough,Masters,Mid,5,Analytics Engineer,Healthcare,R,Medium,Hybrid,"SQL, Pandas, Power BI",AWS Certified,38014.0,52,6.6,No
713,35,Female,UK,Matthewhaven,Masters,Senior,8,Data Analyst,Healthcare,Julia,Large,Onsite,"SQL, NumPy, Excel",TensorFlow Developer,51051.0,35,9.2,No
714,35,Male,India,South Briantown,PhD,Senior,10,AI Engineer,Gaming,Julia,Large,Onsite,"SQL, PyTorch, Python",Microsoft Power BI,68092.0,59,8.5,Yes
715,52,Female,UK,Jamesside,Bachelors,Lead,19,Data Engineer,SaaS,Scala,Small,Remote,"TensorFlow, NumPy, Excel",IBM Data Science,94000.0,58,6.5,No
716,53,Female,Canada,Jacksonmouth,PhD,Lead,15,Machine Learning Engineer,Gaming,R,Large,Onsite,"Power BI, Spark, TensorFlow",None,113539.0,40,5.6,No
717,35,Male,Germany,Stevenmouth,Bachelors,Entry,0,Business Analyst,Gaming,R,Medium,Remote,"Pandas, Power BI, Python",Google Data Analytics,26423.0,39,4.9,Yes
718,39,Other,USA,Ericland,PhD,Senior,9,Machine Learning Engineer,EdTech,SQL,Large,Hybrid,"PyTorch, Power BI, Tableau",Microsoft Power BI,112978.0,37,9.3,Yes
719,26,Female,Canada,North James,Bachelors,Lead,15,Business Analyst,Consulting,Python,Small,Remote,"TensorFlow, NumPy, PyTorch",None,59849.0,31,7.7,No
720,29,Male,Canada,Angelicamouth,Bachelors,Mid,5,BI Analyst,SaaS,Python,Large,Remote,"NumPy, Spark, PyTorch",Azure Data Engineer,54415.0,39,8.2,No
721,53,Other,USA,North Sarahchester,Bachelors,Senior,8,Business Analyst,Gaming,Julia,Large,Onsite,"Power BI, Spark, Excel",None,65638.0,55,8.3,No
722,36,Other,UK,New Ashley,PhD,Lead,18,Analytics Engineer,Gaming,R,Large,Hybrid,"Tableau, Python, TensorFlow",Azure Data Engineer,,56,6.7,No
723,41,Female,UK,Suzannemouth,Bachelors,Lead,11,Analytics Engineer,Gaming,SQL,Medium,Remote,"PyTorch, SQL, Tableau",None,69922.0,35,6.3,Yes
724,54,Male,Poland,Nguyenfurt,PhD,Senior,10,Analytics Engineer,Gaming,Scala,Small,Remote,"SQL, Excel, Python",AWS Certified,49074.0,31,4.1,Yes
725,36,Other,Australia,East Ginaport,Masters,Senior,7,AI Engineer,Finance,Python,Large,Remote,"Tableau, Python, Pandas",IBM Data Science,84668.0,34,8.0,No
726,42,Male,India,Johnsonborough,Bachelors,Senior,8,Data Scientist,E-commerce,Julia,Medium,Onsite,"Pandas, PyTorch, Spark",IBM Data Science,52568.0,31,6.8,Yes
727,22,Male,USA,Richardfurt,Bachelors,Entry,0,Data Engineer,Gaming,Python,Small,Hybrid,"Pandas, Spark, NumPy",IBM Data Science,38508.0,54,9.1,Yes
728,47,Other,Canada,Rebeccachester,PhD,Entry,1,Data Scntist,Finance,R,Medium,Remote,"Python, Spark, PyTorch",AWS Certified,43930.0,48,4.9,No
729,32,Other,UK,North Christyfort,Masters,Senior,6,Data Analyst,EdTech,SQL,Small,Hybrid,"Excel, Pandas, NumPy",AWS Certified,33851.0,57,6.2,No
730,37,Other,Brazil,Dunlapshire,PhD,Mid,4,AI Engineer,Retail,R,Medium,Hybrid,"PyTorch, Spark, Power BI",Azure Data Engineer,335360.0,56,9.3,No
731,28,Other,Poland,Lake Emily,Bachelors,Senior,9,Data Engineer,Retail,SQL,Large,Onsite,"PyTorch, Python, Pandas",Azure Data Engineer,67056.0,52,4.8,Yes
732,25,Other,Australia,Brownton,Bachelors,Senior,8,Analytics Engineer,Retail,R,Small,Remote,"NumPy, Spark, Power BI",Microsoft Power BI,55729.0,31,7.6,No
733,51,Other,Australia,Boltonton,Masters,Mid,5,Machine Learning Engineer,Retail,R,Large,Hybrid,"Power BI, Spark, Excel",AWS Certified,63321.0,54,4.2,Yes
734,44,Female,India,South Danielle,Bachelors,Senior,10,AI Engineer,EdTech,Python,Small,Remote,"Spark, TensorFlow, SQL",IBM Data Science,56575.0,33,5.1,No
735,46,Other,USA,Lake Donaldshire,PhD,Lead,18,Data Scientist,EdTech,Python,Large,Onsite,"SQL, Pandas, Power BI",Azure Data Engineer,135774.0,54,7.0,Yes
736,25,Female,USA,New Brenda,Bachelors,Entry,1,Business Analyst,Finance,R,Medium,Hybrid,"Excel, Power BI, SQL",AWS Certified,33821.0,36,4.3,No
737,42,Male,Australia,Freemanside,Masters,Senior,10,Data Scientist,Healthcare,Python,Medium,Remote,"Power BI, SQL, Pandas",Azure Data Engineer,70636.0,46,6.6,Yes
738,40,Female,Germany,Christopherborough,PhD,Senior,6,AI Engineer,Retail,Julia,Small,Remote,"SQL, Power BI, Python",IBM Data Science,72895.0,51,4.8,Yes
739,37,Other,Canada,Port Williamshire,Bachelors,Lead,20,Data Engineer,SaaS,Julia,Medium,Onsite,"Excel, Python, Pandas",Google Data Analytics,85782.0,55,4.5,No
740,36,Female,India,East Yolanda,PhD,Lead,17,BI Analyst,Gaming,R,Medium,Remote,"NumPy, PyTorch, Excel",TensorFlow Developer,70855.0,39,4.0,No
741,47,Male,USA,Montgomeryport,Masters,Mid,4,Data Scientist,Retail,R,Small,Remote,"SQL, Pandas, Power BI",Microsoft Power BI,63728.0,33,4.3,No
742,36,Female,Germany,Palmerview,PhD,Entry,2,Analytics Engineer,Healthcare,Python,Medium,Hybrid,"Pandas, Python, Spark",Azure Data Engineer,49419.0,46,9.3,Yes
743,34,Male,Canada,West Nicole,Masters,Senior,9,AI Engineer,E-commerce,Julia,Small,Remote,"Pandas, PyTorch, NumPy",TensorFlow Developer,92617.0,42,5.0,Yes
744,29,Other,Canada,Lake Mary,PhD,Senior,8,Business Analyst,Gaming,Julia,Small,Remote,"Python, Tableau, Pandas",IBM Data Science,70000.0,50,4.3,No
745,22,Male,Poland,North Thomas,Masters,Entry,0,Analytics Engineer,Finance,R,Small,Remote,"Power BI, Spark, NumPy",AWS Certified,20834.0,41,7.6,No
746,52,Other,Germany,West Danielville,Bachelors,Mid,4,Data Analyst,Retail,Python,Small,Remote,"Tableau, Python, SQL",AWS Certified,43905.0,38,7.1,Yes
747,55,Female,Brazil,South Harold,Masters,Entry,0,Machine Learning Engineer,Retail,R,Small,Hybrid,"Spark, SQL, Tableau",AWS Certified,18146.0,35,5.0,No
748,31,Male,Poland,West Kevin,Masters,Lead,19,Data Scientist,Retail,Scala,Medium,Onsite,"Spark, Pandas, Python",IBM Data Science,80943.0,59,8.4,Yes
749,40,Male,Germany,Danaview,PhD,Lead,15,BI Analyst,SaaS,R,Small,Remote,"Spark, Power BI, Pandas",Microsoft Power BI,88544.0,60,6.8,No
750,39,Male,India,Port Robinland,Bachelors,Senior,8,AI Engineer,Healthcare,Julia,Large,Onsite,"NumPy, Tableau, Python",AWS Certified,48662.0,54,8.7,Yes
751,30,Other,Germany,Maciasville,Bachelors,Senior,9,AI Engineer,Retail,Python,Small,Remote,"NumPy, Python, Tableau",Google Data Analytics,69079.0,39,4.8,No
752,46,Male,USA,South Steven,Bachelors,Lead,14,Analytics Engineer,EdTech,Scala,Small,Hybrid,"Power BI, TensorFlow, SQL",Azure Data Engineer,62442.0,46,8.4,Yes
753,40,Male,Australia,North Lauren,Masters,Lead,19,Data Analyst,Consulting,Julia,Large,Remote,"PyTorch, Tableau, NumPy",Azure Data Engineer,119190.0,47,7.2,No
754,45,Male,USA,Pearsonmouth,PhD,Lead,16,Data Scientist,Consulting,SQL,Small,Onsite,"Python, PyTorch, Excel",Microsoft Power BI,96247.0,48,5.7,Yes
755,32,Other,Australia,South David,PhD,Lead,12,Data Analyst,SaaS,Python,Small,Remote,"Spark, Power BI, TensorFlow",AWS Certified,81128.0,48,4.4,No
756,34,Male,Poland,Sierraville,Masters,Lead,15,Data Analyst,Healthcare,Scala,Small,Remote,"Python, SQL, Pandas",Google Data Analytics,48885.0,37,4.0,Yes
757,29,Male,Brazil,Robertton,PhD,Lead,16,Data Scientist,Finance,Julia,Large,Onsite,"Spark, Excel, SQL",Microsoft Power BI,99332.0,51,9.2,No
758,46,Female,UK,West Joel,Bachelors,Senior,8,Data Scientist,Finance,Julia,Large,Remote,"SQL, Tableau, Excel",IBM Data Science,72706.0,35,5.4,No
759,25,Other,Brazil,Leeview,Bachelors,Senior,6,BI Analyst,SaaS,Scala,Medium,Remote,"Pandas, SQL, Excel",IBM Data Science,31734.0,56,6.9,Yes
760,24,Female,USA,East Bobby,PhD,Lead,19,Data Scientist,Consulting,Scala,Large,Hybrid,"Pandas, Python, Power BI",TensorFlow Developer,138549.0,49,8.3,Yes
761,50,Male,Australia,West Andrew,Bachelors,Lead,13,Machine Learning Engineer,E-commerce,Julia,Large,Onsite,"Power BI, Spark, Pandas",AWS Certified,104460.0,52,6.1,Yes
762,38,Other,Brazil,Margaretview,PhD,Entry,2,Data Scientist,Gaming,Scala,Small,Onsite,"SQL, Excel, PyTorch",Azure Data Engineer,26783.0,43,6.7,Yes
763,47,Other,Australia,Stevenston,Masters,Senior,10,Data Engineer,Healthcare,SQL,Large,Remote,"PyTorch, SQL, Tableau",AWS Certified,100789.0,51,8.8,Yes
764,45,Male,Canada,Vanessaport,Bachelors,Lead,11,BI Analyst,SaaS,SQL,Medium,Hybrid,"Excel, Power BI, PyTorch",Google Data Analytics,56356.0,32,9.5,Yes
765,24,Female,Australia,Morrisbury,Bachelors,Lead,13,Analytics Engineer,SaaS,Julia,Small,Remote,"Power BI, Spark, TensorFlow",Azure Data Engineer,87577.0,52,8.8,No
766,42,Female,UK,Castrobury,Bachelors,Senior,6,Data Analyst,Finance,SQL,Small,Onsite,"PyTorch, Excel, Spark",IBM Data Science,34646.0,33,9.4,No
767,53,Female,India,Nataliefort,Bachelors,Senior,10,Data Scientist,Retail,Scala,Small,Hybrid,"Excel, SQL, PyTorch",TensorFlow Developer,35464.0,40,7.5,No
768,50,Male,USA,Hamiltonchester,Masters,Entry,1,AI Engineer,Healthcare,Scala,Large,Remote,"Spark, Python, NumPy",Azure Data Engineer,89926.0,51,4.5,No
769,46,Other,Germany,Laurenberg,Bachelors,Entry,1,Data Scientist,Gaming,Julia,Small,Onsite,"Python, TensorFlow, Excel",Google Data Analytics,26173.0,35,7.4,Yes
770,38,Male,Australia,West Christina,Bachelors,Entry,2,Data Scientist,Consulting,SQL,Large,Onsite,"Power BI, Spark, NumPy",Google Data Analytics,48539.0,60,6.2,Yes
771,54,Male,Brazil,East Andrewview,Bachelors,Lead,18,Data Analyst,Retail,Python,Large,Hybrid,"Excel, Python, PyTorch",TensorFlow Developer,105655.0,53,6.4,Yes
772,55,Other,UK,Amandachester,PhD,Senior,6,Data Scientist,Healthcare,Python,Medium,Onsite,"Power BI, NumPy, PyTorch",Google Data Analytics,53496.0,53,4.3,No
773,50,Male,Canada,Jasminemouth,Masters,Lead,13,Data Scientist,Retail,Scala,Small,Onsite,"Pandas, Power BI, Excel",IBM Data Science,,33,8.1,No
774,26,Female,India,Lake Garyhaven,Bachelors,Lead,11,Data Analyst,E-commerce,Julia,Small,Hybrid,"PyTorch, TensorFlow, NumPy",Microsoft Power BI,38369.0,55,7.2,No
775,47,Male,Canada,West Laura,Masters,Entry,2,Machine Learning Engineer,Consulting,Scala,Large,Onsite,"Spark, Tableau, Pandas",Azure Data Engineer,63642.0,60,4.9,No
776,33,Female,UK,Brianshire,Masters,Senior,8,Data Engineer,Finance,Julia,Small,Remote,"Spark, Power BI, NumPy",Microsoft Power BI,70942.0,31,9.4,No
777,51,Male,India,Christopherbury,PhD,Entry,0,Data Scientist,SaaS,Scala,Large,Onsite,"SQL, Power BI, PyTorch",None,22550.0,53,6.6,No
778,41,Male,USA,Bakerville,Bachelors,Senior,6,Analytics Engineer,Healthcare,Scala,Small,Onsite,"TensorFlow, NumPy, Python",AWS Certified,56382.0,38,6.9,Yes
779,45,Male,Australia,South Nancy,PhD,Lead,16,Data Analyst,Healthcare,R,Small,Onsite,"SQL, Python, Power BI",TensorFlow Developer,99035.0,40,9.6,No
780,51,Male,Brazil,South Tyler,PhD,Lead,18,AI Engineer,SaaS,R,Medium,Remote,"NumPy, Power BI, PyTorch",None,121574.0,33,6.9,Yes
781,41,Other,Brazil,Andreastad,Bachelors,Senior,9,Data Engineer,Healthcare,Scala,Large,Hybrid,"TensorFlow, Pandas, Spark",AWS Certified,55379.0,33,6.7,Yes
782,26,Other,Brazil,Harrisonborough,PhD,Entry,1,Analytics Engineer,Consulting,Python,Medium,Remote,"Excel, TensorFlow, NumPy",None,30634.0,53,9.6,Yes
783,43,Male,Canada,North Mauricemouth,Bachelors,Entry,1,Business Analyst,EdTech,R,Medium,Remote,"NumPy, Python, TensorFlow",AWS Certified,35501.0,56,6.0,No
784,26,Male,Australia,Erinhaven,Masters,Entry,1,BI Analyst,Healthcare,Scala,Medium,Onsite,"Pandas, Python, PyTorch",TensorFlow Developer,30678.0,49,8.9,Yes
785,38,Female,Germany,Grayfurt,Masters,Lead,13,AI Engineer,E-commerce,Scala,Small,Onsite,"NumPy, TensorFlow, Excel",Microsoft Power BI,93906.0,59,8.2,No
786,26,Female,India,Garrisonview,Bachelors,Lead,14,AI Engineer,E-commerce,SQL,Large,Onsite,"Pandas, NumPy, Power BI",IBM Data Science,56773.0,41,8.6,No
787,48,Other,India,New Rhonda,Bachelors,Mid,5,Business Analyst,Healthcare,Scala,Medium,Onsite,"NumPy, Python, Power BI",AWS Certified,20189.0,34,5.3,No
788,34,Male,Brazil,Wongborough,Bachelors,Lead,19,AI Engineer,Healthcare,Julia,Medium,Onsite,"TensorFlow, PyTorch, SQL",Azure Data Engineer,89227.0,58,9.9,Yes
789,42,Male,Australia,Port Stevenside,Bachelors,Senior,9,Business Analyst,Retail,Scala,Small,Hybrid,"Python, Pandas, TensorFlow",None,41013.0,46,7.0,No
790,44,Female,Brazil,Prattborough,PhD,Lead,19,Analytics Engineer,Gaming,Python,Small,Remote,"Power BI, Python, PyTorch",None,70529.0,36,7.2,No
791,39,Other,UK,Kellytown,Bachelors,Entry,0,Data Scntist,Finance,Julia,Medium,Remote,"Python, PyTorch, SQL",Microsoft Power BI,24022.0,43,9.4,No
792,33,Male,Germany,Markton,PhD,Mid,3,Analytics Engineer,Finance,Scala,Small,Remote,"Power BI, TensorFlow, Excel",Google Data Analytics,45208.0,40,5.8,Yes
793,39,Other,Poland,New Martin,PhD,Lead,19,Business Analyst,EdTech,Python,Small,Onsite,"TensorFlow, Tableau, Spark",Microsoft Power BI,83826.0,49,4.4,No
794,29,Female,Brazil,Woodborough,PhD,Lead,12,Data Scientist,Healthcare,Scala,Small,Remote,"Excel, TensorFlow, Spark",IBM Data Science,67454.0,42,8.5,Yes
795,47,Female,UK,Hunterton,Masters,Entry,1,Data Scientist,EdTech,Scala,Small,Remote,"SQL, Python, PyTorch",Azure Data Engineer,37458.0,60,7.5,Yes
796,44,Other,Brazil,East Adam,Masters,Lead,20,Data Scientist,Retail,SQL,Small,Hybrid,"SQL, Tableau, PyTorch",None,,40,4.2,Yes
797,44,Other,Brazil,North Ashley,PhD,Mid,4,Data Engineer,SaaS,Scala,Large,Onsite,"Power BI, TensorFlow, Excel",None,36624.0,45,5.1,No
798,34,Male,Poland,Melissaborough,Masters,Lead,11,Machine Learning Engineer,E-commerce,Python,Small,Remote,"Power BI, PyTorch, TensorFlow",Azure Data Engineer,,30,4.3,Yes
799,35,Female,Brazil,Samanthaside,PhD,Lead,11,Data Scntist,Healthcare,Python,Large,Hybrid,"Power BI, TensorFlow, Tableau",Microsoft Power BI,62749.0,53,4.9,Yes
800,50,Female,India,Kimside,Bachelors,Entry,0,Business Analyst,EdTech,Python,Small,Onsite,"Tableau, TensorFlow, Python",Google Data Analytics,9018.0,51,8.3,Yes
801,22,Other,Germany,Lake Jesseside,PhD,Mid,5,BI Analyst,Consulting,R,Large,Remote,"Pandas, SQL, Tableau",IBM Data Science,58545.0,44,9.1,No
802,45,Female,Australia,Gardnerland,Masters,Lead,19,Analytics Engineer,Consulting,R,Medium,Remote,"NumPy, Excel, Tableau",IBM Data Science,84606.0,38,5.8,No
803,27,Other,India,Calderonton,Masters,Lead,16,Data Analyst,SaaS,Python,Medium,Hybrid,"TensorFlow, Python, Power BI",IBM Data Science,67505.0,47,7.8,No
804,47,Male,Brazil,New James,PhD,Entry,2,Data Analyst,E-commerce,Scala,Medium,Hybrid,"NumPy, Excel, TensorFlow",Microsoft Power BI,20549.0,42,4.0,Yes
805,52,Female,Germany,Kleinmouth,Bachelors,Entry,0,Data Scientist,Healthcare,R,Large,Onsite,"Python, TensorFlow, Tableau",AWS Certified,37741.0,44,7.3,No
806,50,Male,Poland,Port Jesseville,Masters,Senior,9,Machine Learning Engineer,EdTech,Python,Small,Remote,"Power BI, SQL, Pandas",AWS Certified,69952.0,31,8.4,No
807,47,Other,Australia,South Jennifer,Bachelors,Senior,8,BI Analyst,Retail,Julia,Small,Hybrid,"Excel, SQL, PyTorch",Azure Data Engineer,48520.0,50,4.2,No
808,39,Female,Australia,Lake Timothy,PhD,Lead,17,Data Analyst,Consulting,Julia,Medium,Onsite,"Excel, NumPy, Pandas",AWS Certified,102566.0,42,5.6,No
809,34,Male,USA,South Michaelberg,PhD,Mid,5,Machine Learning Engineer,Finance,Python,Small,Hybrid,"SQL, PyTorch, Tableau",Azure Data Engineer,78379.0,31,5.9,Yes
810,51,Male,USA,Lake Brian,Masters,Lead,18,BI Analyst,Gaming,Python,Medium,Onsite,"NumPy, PyTorch, TensorFlow",Azure Data Engineer,96021.0,55,6.9,No
811,35,Other,India,South Samantha,Masters,Mid,5,Business Analyst,Finance,Julia,Medium,Hybrid,"Tableau, Excel, NumPy",Microsoft Power BI,30417.0,36,5.1,No
812,44,Other,USA,Noahchester,Bachelors,Lead,18,Data Engineer,Consulting,Julia,Large,Onsite,"Tableau, Python, NumPy",Microsoft Power BI,134451.0,34,5.8,Yes
813,48,Female,Brazil,Johnsonside,PhD,Lead,11,Business Analyst,Gaming,R,Large,Remote,"Spark, SQL, Power BI",TensorFlow Developer,75214.0,55,5.4,Yes
814,48,Other,Brazil,Port Gina,PhD,Lead,16,Analytics Engineer,Gaming,Python,Medium,Hybrid,"Tableau, Python, Spark",None,59487.0,58,9.7,Yes
815,37,Female,Germany,Lopezstad,PhD,Senior,9,Analytics Engineer,Gaming,Julia,Large,Onsite,"Pandas, Spark, SQL",None,79502.0,59,5.0,Yes
816,42,Female,India,Richardsonland,Masters,Senior,6,Analytics Engineer,Finance,Julia,Large,Remote,"Tableau, Power BI, Excel",Microsoft Power BI,51252.0,45,4.3,No
817,24,Male,Brazil,Dannybury,Bachelors,Mid,5,Data Analyst,Gaming,SQL,Large,Onsite,"Pandas, Excel, Tableau",Microsoft Power BI,30745.0,46,5.4,No
818,29,Other,India,Hollandshire,Masters,Lead,11,Data Engineer,Gaming,Python,Large,Remote,"TensorFlow, Python, Excel",None,73859.0,30,5.5,No
819,55,Male,Canada,South Michaeltown,Bachelors,Senior,7,Data Engineer,E-commerce,Julia,Small,Onsite,"PyTorch, Pandas, Power BI",Google Data Analytics,52022.0,32,9.8,Yes
820,30,Male,Poland,Lake Matthewborough,PhD,Entry,0,Analytics Engineer,E-commerce,R,Large,Onsite,"NumPy, Pandas, Python",None,,44,5.0,No
821,42,Female,Poland,Port Christopherview,Masters,Lead,19,Analytics Engineer,SaaS,Scala,Small,Onsite,"Python, Pandas, SQL",IBM Data Science,57802.0,56,8.7,No
822,50,Other,Germany,West Todd,Masters,Lead,15,Data Engineer,Healthcare,SQL,Medium,Remote,"Spark, SQL, Power BI",Microsoft Power BI,80452.0,45,9.5,Yes
823,27,Female,Australia,Johnsonhaven,Masters,Senior,8,Analytics Engineer,Consulting,Python,Medium,Onsite,"Spark, Excel, NumPy",TensorFlow Developer,67549.0,47,9.3,Yes
824,32,Other,Australia,Hallland,PhD,Senior,6,Data Analyst,Finance,SQL,Large,Remote,"Python, Pandas, Excel",Microsoft Power BI,64849.0,50,8.8,Yes
825,42,Other,Poland,South Michelle,PhD,Senior,6,Data Scntist,Consulting,Python,Medium,Remote,"Power BI, Tableau, Python",None,51446.0,39,9.2,Yes
